video_id,date,count,CLASS
76,24/11/2017,46,
63,13/01/2018,46,
37,09/10/2017,46,
77,09/10/2017,46,
77,22/11/2017,46,
56,12/12/2017,46,
29,21/12/2017,46,
92,22/01/2018,46,
80,21/11/2017,46,
31,12/01/2018,46,
2,15/12/2017,46,
92,12/11/2017,46,
31,11/12/2017,46,
67,01/12/2017,46,
96,11/01/2018,46,
33,09/02/2018,46,
37,10/10/2017,46,
10,07/01/2018,46,
39,05/02/2018,46,
58,28/01/2018,46,
67,23/11/2017,46,
80,20/01/2018,46,
31,27/01/2018,46,
43,28/12/2017,46,
78,02/01/2018,46,
65,09/10/2017,46,
78,26/12/2017,46,
2,22/11/2017,46,
72,16/10/2017,46,
31,18/12/2017,46,
42,07/11/2017,46,
41,12/12/2017,46,
43,27/12/2017,46,
97,19/12/2017,46,
71,13/12/2017,46,
11,20/12/2017,46,
65,19/09/2017,46,
83,24/12/2017,46,
78,30/12/2017,46,
71,23/10/2017,46,
35,01/01/2018,46,
78,17/12/2017,46,
38,13/01/2018,46,
53,21/12/2017,46,
2,04/12/2017,46,
6,12/11/2017,46,
29,14/01/2018,46,
2,12/01/2018,46,
29,17/01/2018,46,
64,17/11/2017,46,
68,12/11/2017,46,
25,30/10/2017,46,
28,19/11/2017,46,
12,04/12/2017,46,
64,28/09/2017,46,
32,14/10/2017,46,
58,23/12/2017,46,
30,30/11/2017,46,
40,18/11/2017,46,
67,24/11/2017,46,
19,17/01/2018,46,
30,11/11/2017,46,
30,09/11/2017,46,
80,07/01/2018,46,
26,01/02/2018,46,
29,08/12/2017,46,
58,15/11/2017,46,
98,02/12/2017,46,
96,10/01/2018,46,
64,13/10/2017,46,
99,15/01/2018,46,
72,06/12/2017,46,
64,17/10/2017,46,
10,04/02/2018,46,
92,20/11/2017,46,
92,31/12/2017,46,
77,07/01/2018,46,
23,12/02/2018,46,
73,19/10/2017,46,
67,02/12/2017,46,
72,07/10/2017,46,
60,20/12/2017,46,
3,03/11/2017,46,
28,29/12/2017,46,
38,24/12/2017,46,
76,29/11/2017,46,
30,21/12/2017,46,
60,06/01/2018,46,
58,31/12/2017,46,
23,18/12/2017,46,
27,04/11/2017,46,
2,05/12/2017,46,
28,18/12/2017,46,
32,19/09/2017,46,
58,21/01/2018,46,
65,24/10/2017,46,
31,21/11/2017,46,
67,18/11/2017,46,
73,01/12/2017,46,
35,29/12/2017,46,
66,23/12/2017,46,
32,18/10/2017,46,
23,15/01/2018,46,
81,15/11/2017,46,
19,27/12/2017,46,
64,09/10/2017,46,
72,14/11/2017,46,
56,16/12/2017,46,
92,13/11/2017,46,
94,29/11/2017,46,
92,15/01/2018,46,
38,18/11/2017,46,
60,26/01/2018,46,
12,06/12/2017,46,
68,17/11/2017,46,
31,10/01/2018,46,
71,10/12/2017,46,
96,07/01/2018,46,
72,10/11/2017,46,
37,03/10/2017,46,
98,20/11/2017,46,
30,27/11/2017,46,
27,11/11/2017,46,
98,31/10/2017,46,
60,29/12/2017,46,
76,21/11/2017,46,
63,28/12/2017,46,
97,06/01/2018,46,
41,04/02/2018,46,
42,20/12/2017,46,
28,22/10/2017,46,
2,02/12/2017,46,
6,20/11/2017,46,
40,18/01/2018,46,
16,23/12/2017,47,
35,17/01/2018,47,
60,29/11/2017,47,
30,01/12/2017,47,
77,21/10/2017,47,
65,04/10/2017,47,
98,08/12/2017,47,
23,02/02/2018,47,
25,26/11/2017,47,
20,23/01/2018,47,
41,15/02/2018,47,
19,16/01/2018,47,
68,24/11/2017,47,
92,29/01/2018,47,
68,18/12/2017,47,
98,15/11/2017,47,
56,09/12/2017,47,
25,02/12/2017,47,
63,06/02/2018,47,
26,15/01/2018,47,
90,29/12/2017,47,
92,27/11/2017,47,
61,29/01/2018,47,
65,06/12/2017,47,
15,19/02/2018,47,
81,16/11/2017,47,
60,24/10/2017,47,
38,30/11/2017,47,
66,11/12/2017,47,
71,22/10/2017,47,
55,23/12/2017,47,
41,09/12/2017,47,
28,20/11/2017,47,
28,06/11/2017,47,
12,07/01/2018,47,
32,04/11/2017,47,
98,18/12/2017,47,
87,15/01/2018,47,
67,11/11/2017,47,
40,03/01/2018,47,
98,18/01/2018,47,
23,04/01/2018,47,
33,10/02/2018,47,
63,26/12/2017,47,
49,13/01/2018,47,
85,06/02/2018,47,
2,26/12/2017,47,
30,18/11/2017,47,
49,06/01/2018,47,
100,15/02/2018,47,
11,23/01/2018,47,
55,05/01/2018,47,
3,12/11/2017,47,
6,08/11/2017,47,
78,29/11/2017,47,
68,21/10/2017,47,
25,04/11/2017,47,
11,10/01/2018,47,
72,21/11/2017,47,
27,20/10/2017,47,
96,09/01/2018,47,
68,04/11/2017,47,
42,30/11/2017,47,
71,01/11/2017,47,
55,20/11/2017,47,
56,26/11/2017,47,
92,30/11/2017,47,
38,26/11/2017,47,
14,26/12/2017,47,
97,24/11/2017,47,
27,02/11/2017,47,
64,26/11/2017,47,
6,30/10/2017,47,
78,11/12/2017,47,
79,24/10/2017,47,
28,29/09/2017,47,
47,11/12/2017,47,
42,20/09/2017,47,
49,29/12/2017,47,
61,30/01/2018,47,
65,05/11/2017,47,
79,14/10/2017,47,
23,22/02/2018,47,
63,29/12/2017,47,
55,14/12/2017,47,
90,14/01/2018,47,
80,17/11/2017,47,
63,29/01/2018,47,
42,22/11/2017,47,
3,09/10/2017,47,
55,26/01/2018,47,
49,05/12/2017,47,
79,03/10/2017,47,
48,07/12/2017,47,
63,08/12/2017,47,
61,07/02/2018,47,
39,07/01/2018,47,
78,08/12/2017,47,
66,17/12/2017,47,
53,11/01/2018,47,
98,10/01/2018,47,
67,25/11/2017,47,
71,15/11/2017,47,
32,26/10/2017,47,
12,08/01/2018,47,
72,11/10/2017,47,
60,13/12/2017,47,
60,05/12/2017,47,
56,28/11/2017,47,
42,31/10/2017,47,
40,11/12/2017,47,
31,26/12/2017,47,
25,20/11/2017,47,
42,13/12/2017,47,
38,11/10/2017,47,
71,03/11/2017,47,
30,02/12/2017,47,
38,30/12/2017,47,
98,17/12/2017,47,
71,05/12/2017,47,
42,04/11/2017,47,
2,25/12/2017,47,
77,22/12/2017,47,
48,08/01/2018,47,
97,21/12/2017,47,
94,30/12/2017,47,
58,29/12/2017,47,
47,17/11/2017,47,
63,19/01/2018,47,
78,04/11/2017,47,
58,16/11/2017,47,
30,12/12/2017,47,
72,28/10/2017,47,
22,03/02/2018,47,
32,13/10/2017,48,
11,09/11/2017,48,
81,31/12/2017,48,
96,21/12/2017,48,
81,26/11/2017,48,
73,14/11/2017,48,
73,03/12/2017,48,
97,23/11/2017,48,
39,12/11/2017,48,
12,29/11/2017,48,
23,23/02/2018,48,
65,08/10/2017,48,
66,06/12/2017,48,
90,01/01/2018,48,
33,26/01/2018,48,
71,29/09/2017,48,
77,02/12/2017,48,
65,25/11/2017,48,
87,03/01/2018,48,
11,21/12/2017,48,
56,23/11/2017,48,
29,20/01/2018,48,
80,01/12/2017,48,
58,07/12/2017,48,
65,07/12/2017,48,
31,15/01/2018,48,
79,18/10/2017,48,
60,07/11/2017,48,
31,01/01/2018,48,
6,16/11/2017,48,
55,01/02/2018,48,
100,18/02/2018,48,
58,01/12/2017,48,
65,27/11/2017,48,
79,18/11/2017,48,
55,13/12/2017,48,
79,21/10/2017,48,
78,23/11/2017,48,
87,05/02/2018,48,
80,30/11/2017,48,
97,08/12/2017,48,
72,28/11/2017,48,
60,15/01/2018,48,
33,14/02/2018,48,
36,24/02/2018,48,
92,09/11/2017,48,
66,19/01/2018,48,
2,02/01/2018,48,
3,06/10/2017,48,
29,22/01/2018,48,
56,11/01/2018,48,
76,13/11/2017,48,
56,07/12/2017,48,
87,08/01/2018,48,
36,13/02/2018,48,
90,09/01/2018,48,
35,25/01/2018,48,
60,02/12/2017,48,
64,08/11/2017,48,
98,16/01/2018,48,
40,06/11/2017,48,
98,21/11/2017,48,
11,14/01/2018,48,
55,21/11/2017,48,
31,16/01/2018,48,
23,23/01/2018,48,
2,20/10/2017,48,
98,30/11/2017,48,
85,20/01/2018,48,
60,20/10/2017,48,
81,15/12/2017,48,
63,05/02/2018,48,
96,19/12/2017,48,
58,29/01/2018,48,
33,17/01/2018,48,
31,17/11/2017,48,
97,09/12/2017,48,
77,19/10/2017,48,
49,26/01/2018,48,
6,02/10/2017,48,
12,12/01/2018,48,
72,02/11/2017,48,
68,26/11/2017,48,
78,19/11/2017,48,
73,16/11/2017,48,
11,20/11/2017,48,
6,07/11/2017,48,
73,29/11/2017,48,
78,24/11/2017,48,
97,29/11/2017,48,
71,21/11/2017,48,
38,29/10/2017,48,
49,19/12/2017,48,
20,29/01/2018,48,
55,07/01/2018,48,
48,20/11/2017,48,
72,05/10/2017,48,
92,24/01/2018,48,
92,30/01/2018,48,
2,28/12/2017,48,
94,09/12/2017,48,
11,29/12/2017,48,
39,13/01/2018,48,
2,17/12/2017,48,
56,26/12/2017,48,
27,15/11/2017,48,
68,06/11/2017,48,
40,17/01/2018,48,
80,09/01/2018,48,
39,07/12/2017,48,
27,03/11/2017,48,
71,31/10/2017,48,
38,13/11/2017,48,
77,21/12/2017,48,
28,25/12/2017,48,
98,09/12/2017,48,
66,15/12/2017,48,
38,15/10/2017,48,
3,17/11/2017,48,
38,02/12/2017,48,
58,17/11/2017,48,
72,07/12/2017,48,
77,12/12/2017,48,
65,11/10/2017,49,
77,14/12/2017,49,
12,09/12/2017,49,
49,14/02/2018,49,
63,18/11/2017,49,
87,04/02/2018,49,
71,05/10/2017,49,
19,11/12/2017,49,
23,08/01/2018,49,
60,28/12/2017,49,
100,01/02/2018,49,
11,24/12/2017,49,
60,08/11/2017,49,
2,18/12/2017,49,
55,17/01/2018,49,
26,19/02/2018,49,
96,13/12/2017,49,
14,07/01/2018,49,
33,20/01/2018,49,
76,14/11/2017,49,
65,15/10/2017,49,
72,17/11/2017,49,
27,20/11/2017,49,
58,09/01/2018,49,
25,17/10/2017,49,
3,28/10/2017,49,
31,17/12/2017,49,
55,04/11/2017,49,
29,22/12/2017,49,
97,01/12/2017,49,
79,06/10/2017,49,
25,23/11/2017,49,
92,04/12/2017,49,
92,02/01/2018,49,
78,15/01/2018,49,
96,07/12/2017,49,
38,27/11/2017,49,
21,23/01/2018,49,
35,20/12/2017,49,
92,09/01/2018,49,
56,01/01/2018,49,
35,05/02/2018,49,
26,07/02/2018,49,
92,15/12/2017,49,
33,30/01/2018,49,
30,14/12/2017,49,
30,01/11/2017,49,
22,25/01/2018,49,
79,16/10/2017,49,
66,14/12/2017,49,
14,16/12/2017,49,
29,16/01/2018,49,
6,13/11/2017,49,
67,21/10/2017,49,
81,06/11/2017,49,
14,22/12/2017,49,
31,19/11/2017,49,
37,04/12/2017,49,
94,24/12/2017,49,
94,18/11/2017,49,
60,14/11/2017,49,
38,18/10/2017,49,
56,31/10/2017,49,
40,19/01/2018,49,
11,05/01/2018,49,
49,10/01/2018,49,
96,06/01/2018,49,
36,20/02/2018,49,
38,25/11/2017,49,
47,01/11/2017,49,
25,16/11/2017,49,
65,01/11/2017,49,
14,21/12/2017,49,
25,30/11/2017,49,
87,29/01/2018,49,
97,20/11/2017,49,
11,23/12/2017,49,
43,14/12/2017,49,
31,11/01/2018,49,
32,10/10/2017,49,
100,11/02/2018,49,
32,17/09/2017,49,
61,16/02/2018,49,
71,04/11/2017,49,
19,28/11/2017,49,
25,17/11/2017,49,
65,04/12/2017,49,
83,05/01/2018,49,
63,21/12/2017,49,
81,02/01/2018,49,
40,17/12/2017,49,
87,23/01/2018,49,
87,22/01/2018,49,
25,02/11/2017,49,
40,02/01/2018,49,
26,16/01/2018,49,
56,30/10/2017,49,
38,02/10/2017,49,
38,13/12/2017,49,
85,05/01/2018,49,
28,21/11/2017,49,
28,12/12/2017,49,
27,19/10/2017,49,
11,07/01/2018,49,
55,27/01/2018,49,
16,29/12/2017,49,
56,21/10/2017,49,
49,16/01/2018,49,
14,06/01/2018,49,
83,08/01/2018,49,
30,22/10/2017,49,
56,08/11/2017,49,
80,29/12/2017,49,
31,07/11/2017,49,
43,06/01/2018,49,
63,17/11/2017,49,
58,20/01/2018,49,
80,12/11/2017,50,
19,01/02/2018,50,
78,31/10/2017,50,
65,09/11/2017,50,
71,05/11/2017,50,
72,05/11/2017,50,
22,10/01/2018,50,
22,07/01/2018,50,
42,19/10/2017,50,
31,13/11/2017,50,
98,24/11/2017,50,
92,19/11/2017,50,
64,22/11/2017,50,
29,02/01/2018,50,
79,31/10/2017,50,
79,17/11/2017,50,
98,14/01/2018,50,
27,07/10/2017,50,
2,16/12/2017,50,
76,05/11/2017,50,
11,25/12/2017,50,
66,27/12/2017,50,
41,23/11/2017,50,
63,07/12/2017,50,
92,13/12/2017,50,
24,06/02/2018,50,
26,28/12/2017,50,
19,10/12/2017,50,
92,23/01/2018,50,
77,23/12/2017,50,
72,21/10/2017,50,
72,10/10/2017,50,
42,24/10/2017,50,
38,29/12/2017,50,
55,10/12/2017,50,
2,16/11/2017,50,
80,20/12/2017,50,
23,06/01/2018,50,
19,15/12/2017,50,
19,13/12/2017,50,
60,04/12/2017,50,
76,02/11/2017,50,
26,24/01/2018,50,
31,16/11/2017,50,
78,06/11/2017,50,
2,16/10/2017,50,
30,13/11/2017,50,
28,05/11/2017,50,
90,30/12/2017,50,
60,04/01/2018,50,
37,27/11/2017,50,
60,22/12/2017,50,
79,25/10/2017,50,
10,19/01/2018,50,
12,21/01/2018,50,
47,03/12/2017,50,
92,12/12/2017,50,
39,14/11/2017,50,
90,26/12/2017,50,
40,04/11/2017,50,
42,01/11/2017,50,
31,02/01/2018,50,
58,29/11/2017,50,
16,11/12/2017,50,
32,08/09/2017,50,
53,01/12/2017,50,
12,28/12/2017,50,
27,19/11/2017,50,
58,25/01/2018,50,
38,02/01/2018,50,
92,16/01/2018,50,
61,28/12/2017,50,
72,20/10/2017,50,
25,11/10/2017,50,
71,07/12/2017,50,
32,16/10/2017,50,
2,24/10/2017,50,
19,18/01/2018,50,
12,10/01/2018,50,
42,09/12/2017,50,
29,12/01/2018,50,
79,22/10/2017,50,
77,25/11/2017,50,
61,10/01/2018,50,
65,08/11/2017,50,
32,11/10/2017,50,
19,03/01/2018,50,
47,27/11/2017,50,
99,18/01/2018,50,
61,25/01/2018,50,
29,26/11/2017,50,
40,12/01/2018,50,
53,29/12/2017,50,
19,04/12/2017,50,
55,20/01/2018,50,
49,02/02/2018,50,
47,30/11/2017,50,
76,26/10/2017,50,
76,08/11/2017,50,
41,09/02/2018,50,
73,14/12/2017,50,
37,18/12/2017,50,
47,13/11/2017,50,
78,16/01/2018,50,
23,26/01/2018,50,
38,24/10/2017,50,
94,20/11/2017,50,
19,03/02/2018,50,
78,10/12/2017,50,
53,19/12/2017,50,
3,27/10/2017,50,
14,04/12/2017,50,
53,05/01/2018,50,
73,20/11/2017,50,
56,18/12/2017,50,
100,08/02/2018,50,
10,25/01/2018,50,
56,06/01/2018,50,
66,16/12/2017,50,
29,20/10/2017,51,
30,20/11/2017,51,
78,16/11/2017,51,
41,24/12/2017,51,
70,28/12/2017,51,
2,29/11/2017,51,
58,30/12/2017,51,
38,03/11/2017,51,
79,27/09/2017,51,
85,25/01/2018,51,
63,23/12/2017,51,
96,31/12/2017,51,
92,10/12/2017,51,
71,08/11/2017,51,
72,04/11/2017,51,
63,18/12/2017,51,
2,27/10/2017,51,
11,27/12/2017,51,
47,17/10/2017,51,
29,06/12/2017,51,
29,24/11/2017,51,
55,08/12/2017,51,
64,21/10/2017,51,
10,13/01/2018,51,
42,13/11/2017,51,
56,13/11/2017,51,
78,28/10/2017,51,
47,22/10/2017,51,
23,27/11/2017,51,
63,01/02/2018,51,
14,18/01/2018,51,
26,08/01/2018,51,
43,25/12/2017,51,
77,15/10/2017,51,
81,28/12/2017,51,
71,10/10/2017,51,
85,07/01/2018,51,
72,08/10/2017,51,
97,09/11/2017,51,
14,27/11/2017,51,
37,15/12/2017,51,
60,02/11/2017,51,
92,25/12/2017,51,
55,27/11/2017,51,
16,18/12/2017,51,
92,01/12/2017,51,
38,09/12/2017,51,
10,20/01/2018,51,
77,01/12/2017,51,
58,04/01/2018,51,
37,11/10/2017,51,
42,13/10/2017,51,
41,20/01/2018,51,
64,28/10/2017,51,
100,22/02/2018,51,
53,22/12/2017,51,
42,08/10/2017,51,
25,15/11/2017,51,
98,13/12/2017,51,
61,07/01/2018,51,
61,19/01/2018,51,
47,21/11/2017,51,
2,28/11/2017,51,
35,03/01/2018,51,
28,14/11/2017,51,
14,03/01/2018,51,
64,09/11/2017,51,
71,25/11/2017,51,
49,13/02/2018,51,
41,02/02/2018,51,
65,01/10/2017,51,
33,06/02/2018,51,
94,06/11/2017,51,
40,15/01/2018,51,
85,10/02/2018,51,
31,14/11/2017,51,
49,05/01/2018,51,
26,11/01/2018,51,
30,25/11/2017,51,
14,26/01/2018,51,
60,01/12/2017,51,
25,01/12/2017,51,
22,28/12/2017,51,
6,11/10/2017,51,
28,08/10/2017,51,
78,10/01/2018,51,
39,28/11/2017,51,
81,12/12/2017,51,
29,26/12/2017,51,
32,22/10/2017,51,
36,22/02/2018,51,
60,23/12/2017,51,
10,02/02/2018,51,
72,04/12/2017,51,
78,18/01/2018,51,
80,15/12/2017,51,
29,07/11/2017,51,
99,29/01/2018,51,
76,17/11/2017,51,
40,30/12/2017,51,
92,16/11/2017,51,
80,05/12/2017,51,
29,30/11/2017,51,
28,06/10/2017,51,
81,25/11/2017,51,
28,12/10/2017,51,
31,06/01/2018,51,
20,11/01/2018,51,
43,17/12/2017,51,
79,26/10/2017,51,
60,30/11/2017,51,
77,03/12/2017,51,
11,04/01/2018,51,
92,29/11/2017,51,
78,17/11/2017,51,
19,28/12/2017,51,
48,10/11/2017,51,
53,07/01/2018,51,
23,03/02/2018,51,
37,22/11/2017,51,
43,22/12/2017,51,
11,19/11/2017,52,
11,06/12/2017,52,
60,11/11/2017,52,
63,11/12/2017,52,
26,18/01/2018,52,
71,20/09/2017,52,
61,22/02/2018,52,
71,03/12/2017,52,
42,11/12/2017,52,
11,11/01/2018,52,
85,03/02/2018,52,
36,26/01/2018,52,
16,26/11/2017,52,
6,28/10/2017,52,
23,14/01/2018,52,
19,22/01/2018,52,
63,31/01/2018,52,
65,07/11/2017,52,
28,01/10/2017,52,
72,23/11/2017,52,
31,23/10/2017,52,
32,16/09/2017,52,
49,28/01/2018,52,
47,08/11/2017,52,
81,21/12/2017,52,
38,17/10/2017,52,
23,07/01/2018,52,
3,08/11/2017,52,
64,04/11/2017,52,
47,01/12/2017,52,
23,01/02/2018,52,
11,14/12/2017,52,
12,05/01/2018,52,
11,14/11/2017,52,
35,31/01/2018,52,
68,10/11/2017,52,
29,11/11/2017,52,
60,02/01/2018,52,
35,25/12/2017,52,
33,02/02/2018,52,
90,23/12/2017,52,
37,20/10/2017,52,
6,18/10/2017,52,
40,20/12/2017,52,
98,20/12/2017,52,
92,14/11/2017,52,
31,14/01/2018,52,
61,01/01/2018,52,
35,10/01/2018,52,
87,01/02/2018,52,
20,17/01/2018,52,
61,04/02/2018,52,
92,29/12/2017,52,
32,09/10/2017,52,
65,16/10/2017,52,
77,29/09/2017,52,
2,08/12/2017,52,
61,06/02/2018,52,
16,17/12/2017,52,
41,08/12/2017,52,
39,29/12/2017,52,
37,02/11/2017,52,
63,22/01/2018,52,
11,30/12/2017,52,
83,25/12/2017,52,
38,16/10/2017,52,
81,04/01/2018,52,
30,23/10/2017,52,
38,30/09/2017,52,
53,16/12/2017,52,
58,31/01/2018,52,
67,03/11/2017,52,
85,30/01/2018,52,
39,03/01/2018,52,
60,10/11/2017,52,
55,19/12/2017,52,
19,08/01/2018,52,
77,14/11/2017,52,
78,25/12/2017,52,
30,29/11/2017,52,
99,19/01/2018,52,
85,28/12/2017,52,
77,18/12/2017,52,
63,06/11/2017,52,
14,06/12/2017,52,
71,16/11/2017,52,
73,21/12/2017,52,
81,26/10/2017,52,
77,16/10/2017,52,
77,05/12/2017,52,
32,19/10/2017,52,
26,12/01/2018,52,
8,30/01/2018,52,
61,18/02/2018,52,
80,14/12/2017,52,
39,11/11/2017,52,
49,25/01/2018,52,
12,02/01/2018,52,
68,18/11/2017,52,
94,15/12/2017,52,
20,30/01/2018,52,
47,21/10/2017,52,
30,22/11/2017,52,
90,03/01/2018,52,
42,12/11/2017,52,
20,05/02/2018,52,
47,29/10/2017,52,
80,18/12/2017,52,
60,26/12/2017,52,
50,17/01/2018,52,
22,25/12/2017,52,
64,07/10/2017,52,
70,01/01/2018,52,
28,06/12/2017,52,
33,19/01/2018,52,
25,13/10/2017,52,
23,26/02/2018,52,
61,11/12/2017,53,
48,21/01/2018,53,
67,14/10/2017,53,
38,28/12/2017,53,
47,29/11/2017,53,
38,22/11/2017,53,
30,29/10/2017,53,
41,17/11/2017,53,
75,01/01/2018,53,
37,16/12/2017,53,
63,11/11/2017,53,
11,16/12/2017,53,
87,02/02/2018,53,
63,26/11/2017,53,
75,15/01/2018,53,
31,05/10/2017,53,
10,03/02/2018,53,
3,24/10/2017,53,
81,04/12/2017,53,
14,05/01/2018,53,
96,29/12/2017,53,
40,18/12/2017,53,
80,23/12/2017,53,
39,10/11/2017,53,
41,29/11/2017,53,
64,07/11/2017,53,
2,06/11/2017,53,
26,29/12/2017,53,
71,14/10/2017,53,
77,15/12/2017,53,
86,20/01/2018,53,
25,25/10/2017,53,
81,27/10/2017,53,
78,24/12/2017,53,
56,04/10/2017,53,
2,02/11/2017,53,
23,07/02/2018,53,
41,07/02/2018,53,
79,27/10/2017,53,
10,31/12/2017,53,
49,09/02/2018,53,
2,13/11/2017,53,
68,28/09/2017,53,
71,23/09/2017,53,
11,29/10/2017,53,
48,16/01/2018,53,
35,10/12/2017,53,
37,05/12/2017,53,
48,05/01/2018,53,
68,20/11/2017,53,
26,21/01/2018,53,
42,28/11/2017,53,
80,14/01/2018,53,
28,10/12/2017,53,
78,03/11/2017,53,
92,24/12/2017,53,
47,20/11/2017,53,
94,03/12/2017,53,
35,29/01/2018,53,
32,21/10/2017,53,
38,07/11/2017,53,
15,28/01/2018,53,
23,28/11/2017,53,
61,05/02/2018,53,
38,16/11/2017,53,
33,27/12/2017,53,
28,15/10/2017,53,
23,11/01/2018,53,
19,06/11/2017,53,
10,15/02/2018,53,
60,16/12/2017,53,
35,08/02/2018,53,
49,16/11/2017,53,
40,17/11/2017,53,
41,03/12/2017,53,
68,25/10/2017,53,
65,29/10/2017,53,
48,02/12/2017,53,
61,13/02/2018,53,
56,24/12/2017,53,
80,13/01/2018,53,
72,15/11/2017,53,
78,09/01/2018,53,
65,19/11/2017,53,
14,24/12/2017,53,
2,14/12/2017,53,
24,31/01/2018,53,
55,14/01/2018,53,
97,14/11/2017,53,
66,04/01/2018,53,
42,22/09/2017,53,
77,23/11/2017,53,
68,30/11/2017,53,
38,12/11/2017,53,
94,17/12/2017,53,
17,10/01/2018,53,
33,13/02/2018,53,
28,24/11/2017,53,
2,01/01/2018,53,
66,29/11/2017,53,
26,04/02/2018,53,
6,19/10/2017,53,
29,06/11/2017,53,
15,01/02/2018,53,
80,21/01/2018,53,
38,13/10/2017,53,
33,02/01/2018,53,
78,03/01/2018,53,
37,22/09/2017,53,
58,19/12/2017,53,
81,25/12/2017,53,
80,02/11/2017,53,
12,11/11/2017,53,
2,30/12/2017,53,
11,21/11/2017,53,
23,14/02/2018,53,
100,07/02/2018,53,
23,23/12/2017,53,
96,30/11/2017,53,
96,27/11/2017,53,
28,03/11/2017,53,
47,02/11/2017,53,
19,25/12/2017,53,
94,30/10/2017,53,
3,30/10/2017,53,
65,31/10/2017,53,
50,18/01/2018,53,
31,12/12/2017,54,
42,16/10/2017,54,
2,19/10/2017,54,
75,09/01/2018,54,
23,09/02/2018,54,
75,05/01/2018,54,
64,22/10/2017,54,
39,30/10/2017,54,
19,06/12/2017,54,
80,03/01/2018,54,
27,09/11/2017,54,
72,17/10/2017,54,
39,19/11/2017,54,
55,11/11/2017,54,
19,02/01/2018,54,
78,17/10/2017,54,
14,29/01/2018,54,
67,29/10/2017,54,
49,17/01/2018,54,
48,27/12/2017,54,
78,06/12/2017,54,
35,10/02/2018,54,
71,20/11/2017,54,
67,23/10/2017,54,
16,29/11/2017,54,
29,03/01/2018,54,
71,11/10/2017,54,
6,12/10/2017,54,
16,18/11/2017,54,
80,26/11/2017,54,
56,21/11/2017,54,
94,06/12/2017,54,
31,08/11/2017,54,
79,14/11/2017,54,
55,26/11/2017,54,
53,10/01/2018,54,
68,19/10/2017,54,
97,04/01/2018,54,
66,26/11/2017,54,
29,03/12/2017,54,
11,31/10/2017,54,
77,16/12/2017,54,
78,01/01/2018,54,
55,22/01/2018,54,
41,20/12/2017,54,
60,24/12/2017,54,
10,10/12/2017,54,
55,28/11/2017,54,
39,23/01/2018,54,
30,26/11/2017,54,
29,08/11/2017,54,
73,10/11/2017,54,
41,11/02/2018,54,
56,19/10/2017,54,
66,01/12/2017,54,
21,17/01/2018,54,
6,03/11/2017,54,
47,05/11/2017,54,
39,06/01/2018,54,
38,06/11/2017,54,
17,28/12/2017,54,
6,26/10/2017,54,
35,03/02/2018,54,
79,04/11/2017,54,
92,11/01/2018,54,
38,27/12/2017,54,
38,15/12/2017,54,
12,31/12/2017,54,
39,20/01/2018,54,
72,25/11/2017,54,
49,25/12/2017,54,
12,21/12/2017,54,
14,24/01/2018,54,
42,03/12/2017,54,
42,03/11/2017,54,
27,12/10/2017,54,
37,26/11/2017,54,
78,20/11/2017,54,
28,02/12/2017,54,
85,01/02/2018,54,
40,30/10/2017,54,
85,04/02/2018,54,
27,05/11/2017,54,
5,10/01/2018,54,
76,30/10/2017,54,
48,25/10/2017,54,
36,26/02/2018,54,
38,05/10/2017,54,
41,17/12/2017,54,
49,27/11/2017,54,
25,20/10/2017,54,
22,12/02/2018,54,
28,09/11/2017,54,
64,24/10/2017,54,
92,03/11/2017,54,
56,12/11/2017,54,
38,01/10/2017,54,
35,24/12/2017,54,
78,15/11/2017,54,
10,22/12/2017,54,
42,05/11/2017,54,
48,06/01/2018,54,
58,06/01/2018,54,
43,07/01/2018,54,
80,25/11/2017,54,
10,30/01/2018,54,
98,23/11/2017,54,
55,06/12/2017,54,
71,27/11/2017,54,
29,23/11/2017,54,
59,30/01/2018,54,
98,19/11/2017,54,
66,30/12/2017,54,
19,12/01/2018,54,
10,15/01/2018,54,
78,25/10/2017,54,
70,18/12/2017,54,
88,12/12/2017,54,
80,17/10/2017,54,
66,01/01/2018,54,
22,14/01/2018,54,
27,27/10/2017,54,
61,10/12/2017,54,
97,25/12/2017,54,
78,19/12/2017,54,
23,16/12/2017,54,
62,18/02/2018,54,
8,12/01/2018,54,
23,04/02/2018,54,
10,01/12/2017,54,
28,14/10/2017,54,
66,22/12/2017,54,
80,04/12/2017,54,
23,09/12/2017,54,
50,05/01/2018,54,
49,25/11/2017,54,
77,25/10/2017,54,
2,26/11/2017,54,
68,28/10/2017,54,
32,01/10/2017,54,
58,25/12/2017,54,
68,29/09/2017,54,
46,02/01/2018,54,
63,09/01/2018,54,
26,19/01/2018,54,
94,20/12/2017,54,
100,12/01/2018,54,
78,29/10/2017,54,
99,04/01/2018,54,
37,28/11/2017,54,
38,25/09/2017,55,
48,13/01/2018,55,
47,11/11/2017,55,
31,31/12/2017,55,
98,11/12/2017,55,
58,08/01/2018,55,
99,16/01/2018,55,
80,06/12/2017,55,
20,31/01/2018,55,
98,10/11/2017,55,
6,24/10/2017,55,
55,31/10/2017,55,
71,17/09/2017,55,
68,01/12/2017,55,
49,06/02/2018,55,
2,12/11/2017,55,
16,01/12/2017,55,
31,28/12/2017,55,
55,12/11/2017,55,
50,26/12/2017,55,
23,12/01/2018,55,
55,26/12/2017,55,
79,05/11/2017,55,
